sentence,genre
sent letter babi ,blues
way past ,blues
true love goneha play fool ,blues
true love goneha play fool ,blues
im turnin tabl ,blues
playin dirti pool ,blues
said call shot darlin ,blues
friend thought cool ,blues
cool babi ,blues
said call shot darlin ,blues
friend thought cool ,blues
yeah shot eightbal babi ,blues
knew playin dirti pool ,blues
say lifelif game give take ,blues
say lifelif game give take ,blues
im tellin one thing right littl babi ,blues
one pay mistak ,blues
well im sittin lone feelin oh blue ,blues
babi tryin mistreat know ,blues
im cryin feel way ,blues
cant love babi cant live anoth day ,blues
yeah ive love long time end way ,blues
sittin lone tear keep fallin like rain ,blues
im cryin feel way ,blues
cant love babi cant live anoth day ,blues
yeah know love babi ill anyth ,blues
start fightin get old blue ,blues
im cryin feel way ,blues
cant love babi cant live anoth day ,blues
yeah first met babi danc fine ,blues
togeth yeah total wast time ,blues
im cryin feel way ,blues
cant love babi cant live anoth day ,blues
well guess fault truth cannot hide ,blues
ever get back dear ill stay right side ,blues
cryin ill stay happi way ,blues
ill lovin littl babi everi night everi day ,blues
well straight line crow fli ,blues
heaven earth ,blues
make time cool drive ,blues
head coast ,blues
tast run gumbo ,blues
know go ,blues
let introduc king zydeco ,blues
head leak like strainer ,blues
sea come door ,blues
strang sound jukejoint ,blues
mile road ,blues
believ hear ,blues
sound rub board ,blues
let introduc king zydeco ,blues
yeahh ,blues
move ,blues
open lane ,blues
roll ,blues
buddi im insan ,blues
feel like stranger ,blues
found second home ,blues
get tree ,blues
music hit soul ,blues
byeby big brother ,blues
caus im go away ,blues
wanna listen man ,blues
call clifton chenier ,blues
feel like statist ,blues
feel shrinkwrap ,blues
funtim babi ,blues
long school ,blues
head place ,blues
near thibodaux ,blues
let introduc king zydeco ,blues
move semi ,blues
buddi im insan ,blues
never ,blues
cant touch brake ,blues
well stone throw bayou ,blues
see sign ,blues
shine like beacon ,blues
right night ,blues
air grace ,blues
gotta catch show ,blues
let introduc king zydeco ,blues
oh well im sittin la la ,blues
wait ya ya ,blues
uh huh uh huh ,blues
im sittin la la ,blues
wait ya ya ,blues
uh huh uh huh ,blues
may sound funni ,blues
believ comin ,blues
uh huh uh huh ,blues
babi honey leav worri ,blues
uh huh uh huh ,blues
ye babi honey leav worri ,blues
uh huh ,blues
know love ,blues
oh love ,blues
uh huh uh huh ,blues
im sittin la la ,blues
wait ya ya ,blues
uh huh uh huh ,blues
im sittin la la ,blues
wait ya ya ,blues
uh huh uh huh ,blues
may sound funni ,blues
believ comin ,blues
uh huh uh huh ,blues
babi honey leav worri ,blues
uh huh uh huh ,blues
ye babi honey leav worri ,blues
uh huh ,blues
know love ,blues
oh love ,blues
uh huh uh huh ,blues
im sittin la la ,blues
wait ya ya ,blues
uh huh uh huh ,blues
im sittin la la ,blues
wait ya ya ,blues
uh huh uh huh ,blues
may sound funni ,blues
believ comin ,blues
uh huh uh huh ,blues
babi honey leav worri ,blues
uh huh ,blues
ye babi honey leav worri ,blues
uh huh uh huh ,blues
oh hey hey hey ha ha ,blues
joli blond tu ma quitté ,blues
tu ma quitté pour ten aller ,blues
joli blond ,blues
ho tite fill hey joli ,blues
joli blond moi je laim ,blues
hey joli tu ma quitté ,blues
ha ya ,blues
oh hey hey hey ha ha ,blues
joli blond tu ma quitté ,blues
tu ma quitté joli blond ,blues
pour ten aller ,blues
hey joli ,blues
hey hey ,blues
hey cooper ,blues
ha ye yai ,blues
oh hey hey hey ha ha ,blues
joli blond tu ma quitté ,blues
tu ma quitté tite fill ,blues
pour ten aller ,blues
wwwcajunlyricscom ,blues
tu ma quitt pour ten aller ,blues
joli blond hey joli blond ,blues
joli ,blues
oh moi je laim ,blues
hey tite fill ,blues
tu ma quitté ,blues
wwwcajunlyricscom ,blues
ha ye yai ,blues
night like im glad came around ,blues
hold tight heat coffe ground ,blues
got much talk much reminisc ,blues
sure feel right night like ,blues
well night like glad stay ,blues
hold pretti miss say never go away stray ,blues
run finger spine bring touch bliss ,blues
sure feel right night like ,blues
well night like cant get sleep ,blues
air cold outsid snow deep ,blues
build fire throw log listen hiss ,blues
let burn burn burn burn night like ,blues
get bodi next mine keep compani ,blues
plenti room elbow ,blues
let four wind blow around old cabin door ,blues
im far think ,blues
there frost window glass new tender kiss ,blues
sure feel right night like ,blues
right ,blues
right yeah ,blues
right ,blues
right yeah ,blues
ran night ,blues
got gal countri gal ,blues
come lovin ,blues
know ,blues
love honey ,blues
mornin ,blues
love late night ,blues
come lovin yeah ,blues
mine mine ,blues
hot tamal babi ,blues
hot tamal babi ,blues
hot tamal babi ,blues
got gal countri gal ,blues
come lovin ,blues
mine mine ,blues
cant shut shut ,blues
think back ,blues
want give want give ,blues
despair wash ,blues
go ,blues
mind race million direct ,blues
turn alon ,blues
look around see ,blues
answer right eye ,blues
im ,blues
hard open tri see ,blues
true friend alway ,blues
think back share ,blues
time ,blues
time good bad ,blues
grow friendship form bond never endin ,blues
,blues
turn alon ,blues
look around see ,blues
answer right eye ,blues
im ,blues
hard open tri see ,blues
true friend alway ,blues
there doubt good lookin ,blues
life fair true friend alway ,blues
got find way ,blues
take back yesterday ,blues
ever hope forget ,blues
show place ,blues
hide lone face ,blues
know go break heart let ,blues
love got sad ,blues
love got sad ,blues
love got sad ,blues
love got sad ,blues
like moth flame ,blues
like song without name ,blues
ive never sinc met ,blues
like bird wing ,blues
ive got brand new song sing ,blues
cant keep sing ,blues
love got sad ,blues
love got sad ,blues
love got sad ,blues
love got sad ,blues
im begin see ,blues
fool made ,blues
might break law find ,blues
stop run away ,blues
ive got better game play ,blues
know cant go live without ,blues
love got sad ,blues
love got sad ,blues
love got sad ,blues
love got sad ,blues
im iceman babi aint cool ,blues
ye im iceman ladi alway know im around ,blues
left leona texa heat coolest place town ,blues
gonna play old guitar mix fire ice ,blues
ye im gonna play old guitar light fire ice ,blues
sometim sound good might play twice ,blues
im iceman babi call al pleas ,blues
im iceman babi im hot ill probabl freez ,blues
im gonna whip twister turn tornado breez ,blues
ye im iceman babi ,blues
ye im iceman peopl fixin fire ice ,blues
im iceman ladi make hot chill right ,blues
follow instruct ice last night ,blues
playin mind babe ,blues
alway accusin doin wrong ,blues
say playin mind woman ,blues
alway accusin doin wrong ,blues
see light babi ,blues
cant see cant see nobodi home ,blues
come motherinlaw ,blues
thing everi day ,blues
ever sinc marri babi ,blues
tri drive away yeah ,blues
still accusin babi ,blues
accusin doin wrong ,blues
see light babi ,blues
cant see cant see nobodi home ,blues
go work ,blues
gotta go work downtown ,blues
get home littl late babi ,blues
say im messin around ,blues
still accusin babi ,blues
accusin doin wrong ,blues
see light babi ,blues
cant see cant see nobodi home ,blues
one bourbon one scotch one beer ,blues
well babi gone gone tonight ,blues
aint seen girl sinc night last ,blues
wanna get drunk get mind ,blues
one bourbon one scotch one beer ,blues
sit ,blues
get stone ,blues
mellow ,blues
stone feelin good ,blues
real mellow ,blues
dreamin ,blues
look bar ,blues
bartend ,blues
said hey want ,blues
one bourbon one scotch one beer ,blues
well babi gone gone tonight ,blues
aint seen babi sinc night last ,blues
wanna get drunk get mind ,blues
one bourbon one scotch one beer ,blues
ahha yeah uhm ,blues
im gonna sit tastin ,blues
sippin gettin roll ,blues
gettin littl dizzi ,blues
hardli see ,blues
bartend ,blues
hardli sip ,blues
bar stool ,blues
rockin dizzi ,blues
look wall ,blues
old clock ,blues
time eleven oclock ,blues
gettin littl late ,blues
look bar ,blues
bartend ,blues
said hey want ,blues
one bourbon one scotch one beer ,blues
well babi gone gone tonight ,blues
aint seen babi sinc night last ,blues
wanna get drunk get mind ,blues
one bourbon one scotch one beer ,blues
ahha yeah ye sir ,blues
sit ,blues
bar ,blues
uhm drinkin ,blues
look bar ,blues
bartend ,blues
look bar look wall ,blues
old clock ,blues
time last call alcohol ,blues
quarter two ,blues
look bar ,blues
bartend ,blues
said hey want ,blues
one bourbon one scotch one beer ,blues
im mood babi im mood love ,blues
im mood babi im mood love ,blues
im mood im mood babi im mood love ,blues
said night time right time one love ,blues
know night come babi god know far away ,blues
im mood im mood babi im mood love ,blues
im mood mood babi mood love ,blues
said ye mama told leav girl alon ,blues
mama know god know girl puttin ,blues
im mood im mood babi mood love ,blues
im mood im mood babi mood love ,blues
think twice go babi end ,blues
think twice go babi end ,blues
done leav one time babi leav ,blues
dig suffer know paid due ,blues
dig suffer babi know paid due ,blues
done leav need know stand accus ,blues
man love wrong ,blues
break heart rule ,blues
man love wrong ,blues
go lot thing littl strong ,blues
think twice go babi end ,blues
think twice go babi end ,blues
done leav one time babi leav ,blues
ha ,blues
littl thing im go call im bad like jess jame ,blues
im bad im\u2005bad\u2005lik jess james\u2005uhuh ,blues
friend one time ,blues
least\u2005i thought ,blues
come said johnni ,blues
said man ,blues
want dough ,blues
said yeah ,blues
id taken cat ,blues
get place stay ,blues
found ,blues
goin around town ,blues
tell everybodi ,blues
got wife heh ,blues
get man ,blues
go cat ,blues
like good guy ,blues
said look man ,blues
im gonna warn ,blues
one time ,blues
next time warn ,blues
imma use gun ,blues
caus im mad im bad like jess jame ,blues
im mad im mad ,blues
im gonna run morn ,blues
got three boy ,blues
dirti work ,blues
see ,blues
big ball ,blues
pay ,blues
take care ,blues
way ,blues
may shoot ,blues
may cut ,blues
may drown ,blues
know ,blues
care ,blues
long take care ,blues
way ,blues
im mad im bad mornin like jess jame ,blues
theyr gonna take right ,blues
riversid ,blues
four goin ,blues
three come back ,blues
read line ,blues
what gonna happen ,blues
caus im mad im bad like jess jame ,blues
gonna tie hand ,blues
gonna tie foot ,blues
gonna gag throat ,blues
cant holla none ,blues
cri help none ,blues
gonna send water ,blues
got bubbl come ,blues
ooo grrr rrr ,blues
aww yea im mad ,blues
well mama low stay night long oh lord ,blues
well mama low stay night long ,blues
care low would ,blues
boogiewoogi ,blues
anyhow ,blues
first came town peopl walkin hast street ,blues
everybodi talkin henri swing club ,blues
decid drop night ,blues
got say ye peopl ,blues
realli havin ball ,blues
ye know ,blues
boogi chillun ,blues
one night layin ,blues
heard mama n papa talkin ,blues
heard papa tell mama let boy boogiewoogi ,blues
got come ,blues
felt good ,blues
went boogien ,blues
sugar mama sugar mama sugar mama pleas come back ,blues
sugar mama sugar mama sugar mama pleas come back ,blues
bring granul sugar sugar mama sugar mama eas miseri ,blues
got new grade sugar sugar mama done made love ,blues
got new grade sugar sugar mama done made love ,blues
got granul sugar sugar mama aint nobodi els got ,blues
braggin bout sugar sugar mama braggin town ,blues
braggin bout sugar sugar mama braggin town ,blues
everywher go sugar mama sugar mama hear name ,blues
read crazi sugar mama ,blues
eas worri mind ,blues
read crazi sugar mama ,blues
eas worri mind ,blues
got someth someth sugar mama ,blues
